fecha,Estación,Precipitación
2011-01-28,Villa Urquiza - Comisaría,4mm
2011-02-07,Arroyo María - Nidia Faez,---mm
2011-02-07,Cerrito - Comisaría,34mm
2011-02-07,Curtiembre - Destacamento,32mm
2011-02-07,El Espinillo,45mm
2011-02-07,Engenfeld,52mm
2011-02-07,Hasenkamp - Comisaría,32mm
2011-02-07,Hernandarias - Comisaría,49mm
2011-02-07,La Picada,42mm
2011-02-07,Paraná - Escuela de Policía,19mm
2011-02-07,Pueblo Bellocq - Destacamento Las Garzas,---mm
2011-02-07,Pueblo Brugo - Comisaría,19mm
2011-02-07,Quebracho - El Ramblón,42mm
2011-02-07,Seguí - Comisaría,58mm
2011-02-07,Tabossi - Municipalidad,59mm
2011-02-07,Viale - Comisaría,47mm
2011-02-07,Villa Fontana - Comisaría,35mm
2011-02-07,Villa Urquiza - Comisaría,42mm
2011-02-09,Arroyo María - Nidia Faez,---mm
2011-02-09,Cerrito - Comisaría,0mm
2011-02-09,Curtiembre - Destacamento,0mm
2011-02-09,El Espinillo,5mm
2011-02-09,Engenfeld,0mm
2011-02-09,Hasenkamp - Comisaría,0mm
2011-02-09,Hernandarias - Comisaría,1mm
2011-02-09,La Picada,2mm
2011-02-09,Paraná - Escuela de Policía,3mm
2011-02-09,Pueblo Bellocq - Destacamento Las Garzas,---mm
2011-02-09,Pueblo Brugo - Comisaría,0mm
2011-02-09,Quebracho - El Ramblón,0mm
2011-02-09,Seguí - Comisaría,0mm
2011-02-09,Tabossi - Municipalidad,4mm
2011-02-09,Viale - Comisaría,2mm
2011-02-09,Villa Fontana - Comisaría,0mm
2011-02-09,Villa Urquiza - Comisaría,2mm
2011-02-12,Arroyo María - Nidia Faez,---mm
2011-02-12,Cerrito - Comisaría,---mm
2011-02-12,Curtiembre - Destacamento,---mm
2011-02-12,El Espinillo,---mm
2011-02-12,Engenfeld,---mm
2011-02-12,Hasenkamp - Comisaría,---mm
2011-02-12,Hernandarias - Comisaría,---mm
2011-02-12,La Picada,---mm
2011-02-12,Paraná - Escuela de Policía,---mm
2011-02-12,Pueblo Bellocq - Destacamento Las Garzas,---mm
2011-02-12,Pueblo Brugo - Comisaría,---mm
2011-02-12,Quebracho - El Ramblón,---mm
2011-02-12,Seguí - Comisaría,---mm
2011-02-12,Tabossi - Municipalidad,---mm
2011-02-12,Viale - Comisaría,---mm
2011-02-12,Villa Fontana - Comisaría,---mm
2011-02-12,Villa Urquiza - Comisaría,---mm
2011-02-18,Arroyo María - Nidia Faez,---mm
2011-02-18,Cerrito - Comisaría,0mm
2011-02-18,Curtiembre - Destacamento,---mm
2011-02-18,El Espinillo,15mm
2011-02-18,Engenfeld,10mm
2011-02-18,Hasenkamp - Comisaría,0mm
