fecha,Estación,Precipitación
2011-04-15,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-04-17,Bella Unión - Destacamento,---mm
2011-04-17,Chajarí - Ciudad,10mm
2011-04-17,El Cerrito - Puesto Caminero,10mm
2011-04-17,Federación - Corralón Municipal,16mm
2011-04-17,Los Conquistadores,7mm
2011-04-17,Mandisoví,9mm
2011-04-17,San Jaime - Puesto Caminero,0mm
2011-04-17,San Ramón - Comisaría Nº 20,10mm
2011-04-17,Santa Ana - Comisaría,20mm
2011-04-17,Sta. María de Tatutí - Comisaría Nº 22,7mm
2011-04-20,Bella Unión - Destacamento,36mm
2011-04-20,Chajarí - Ciudad,34mm
2011-04-20,El Cerrito - Puesto Caminero,32mm
2011-04-20,Federación - Corralón Municipal,24mm
2011-04-20,Los Conquistadores,24mm
2011-04-20,Mandisoví,24mm
2011-04-20,San Jaime - Puesto Caminero,20mm
2011-04-20,San Ramón - Comisaría Nº 20,30mm
2011-04-20,Santa Ana - Comisaría,25mm
2011-04-20,Sta. María de Tatutí - Comisaría Nº 22,32mm
2011-04-21,Bella Unión - Destacamento,55mm
2011-04-21,Chajarí - Ciudad,85mm
2011-04-21,El Cerrito - Puesto Caminero,85mm
2011-04-21,Federación - Corralón Municipal,65mm
2011-04-21,Los Conquistadores,35mm
2011-04-21,Mandisoví,60mm
2011-04-21,San Jaime - Puesto Caminero,57mm
2011-04-21,San Ramón - Comisaría Nº 20,60mm
2011-04-21,Santa Ana - Comisaría,68mm
2011-04-21,Sta. María de Tatutí - Comisaría Nº 22,55mm
2011-04-29,Bella Unión - Destacamento,---mm
2011-04-29,Chajarí - Ciudad,69mm
2011-04-29,El Cerrito - Puesto Caminero,58mm
2011-04-29,Federación - Corralón Municipal,28mm
2011-04-29,Los Conquistadores,5mm
2011-04-29,Mandisoví,50mm
2011-04-29,San Jaime - Puesto Caminero,10mm
2011-04-29,San Ramón - Comisaría Nº 20,40mm
2011-04-29,Santa Ana - Comisaría,85mm
2011-04-29,Sta. María de Tatutí - Comisaría Nº 22,38mm
2011-05-01,Bella Unión - Destacamento,---mm
2011-05-01,Chajarí - Ciudad,---mm
2011-05-01,El Cerrito - Puesto Caminero,---mm
